GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",1404,64
1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",1653,94
1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",1696,20
1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",1373,84
1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",1518,315
1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",,
1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California",1964,1172
1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",1705,245
1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",1794,183
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",1817,346
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",1412,346
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",1467,137
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",1682,239
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",1438,136
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",1311,281
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",1397,157
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",1265,144
1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",1402,133
1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",1400,81
1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",1477,135
1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",,
1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California",1403,116
1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",1231,72
1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",1399,245
1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",1323,121
1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",1129,109
1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",1201,163
1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",1230,279
1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",1505,229
1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",1083,150
1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",1332,178
1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",1370,93
1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California",1200,156
1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California",,
1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",1037,117
1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",1597,113
1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",1168,157
1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",1163,125
1400000US06001425101,06001425101,"Census Tract 4251.01, Alameda County, California",1437,79
1400000US06001425102,06001425102,"Census Tract 4251.02, Alameda County, California",1959,172
1400000US06001425103,06001425103,"Census Tract 4251.03, Alameda County, California",1605,316
1400000US06001425104,06001425104,"Census Tract 4251.04, Alameda County, California",1358,86
1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California",,
1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California",1779,333
1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",1450,240
1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",1269,93
1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",1093,111
1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",1367,77
1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",1358,64
1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",1362,108
1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",1308,73
1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",1307,62
1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",1363,130
1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",1458,193
1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",,
1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",,
1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",1370,53
1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",1503,87
1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",1626,209
1400000US06001428700,06001428700,"Census Tract 4287, Alameda County, California",1018,435
1400000US06001430101,06001430101,"Census Tract 4301.01, Alameda County, California",,
1400000US06001430102,06001430102,"Census Tract 4301.02, Alameda County, California",1816,242
1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",,
1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",1814,576
1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",1886,1440
1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",1346,79
1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",1429,1095
1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",1715,207
1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",1316,144
1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",1338,56
1400000US06001431000,06001431000,"Census Tract 4310, Alameda County, California",1283,181
1400000US06001431100,06001431100,"Census Tract 4311, Alameda County, California",1235,56
1400000US06001431200,06001431200,"Census Tract 4312, Alameda County, California",1323,121
1400000US06001432100,06001432100,"Census Tract 4321, Alameda County, California",1213,179
1400000US06001432200,06001432200,"Census Tract 4322, Alameda County, California",1290,108
1400000US06001432300,06001432300,"Census Tract 4323, Alameda County, California",1121,92
1400000US06001432400,06001432400,"Census Tract 4324, Alameda County, California",1287,114
1400000US06001432501,06001432501,"Census Tract 4325.01, Alameda County, California",1203,147
1400000US06001432502,06001432502,"Census Tract 4325.02, Alameda County, California",1297,82
1400000US06001432600,06001432600,"Census Tract 4326, Alameda County, California",1221,76
1400000US06001432700,06001432700,"Census Tract 4327, Alameda County, California",1474,188
1400000US06001432800,06001432800,"Census Tract 4328, Alameda County, California",1269,243
1400000US06001433000,06001433000,"Census Tract 4330, Alameda County, California",1645,135
1400000US06001433102,06001433102,"Census Tract 4331.02, Alameda County, California",1329,118
1400000US06001433103,06001433103,"Census Tract 4331.03, Alameda County, California",1133,73
1400000US06001433104,06001433104,"Census Tract 4331.04, Alameda County, California",1237,113
1400000US06001433200,06001433200,"Census Tract 4332, Alameda County, California",1215,66
1400000US06001433300,06001433300,"Census Tract 4333, Alameda County, California",1573,209
1400000US06001433400,06001433400,"Census Tract 4334, Alameda County, California",1549,560
1400000US06001433500,06001433500,"Census Tract 4335, Alameda County, California",1683,88
1400000US06001433600,06001433600,"Census Tract 4336, Alameda County, California",1263,134
1400000US06001433700,06001433700,"Census Tract 4337, Alameda County, California",1191,82
1400000US06001433800,06001433800,"Census Tract 4338, Alameda County, California",1248,98
1400000US06001433900,06001433900,"Census Tract 4339, Alameda County, California",1047,82
1400000US06001434000,06001434000,"Census Tract 4340, Alameda County, California",1097,100
1400000US06001435102,06001435102,"Census Tract 4351.02, Alameda County, California",1783,382
1400000US06001435103,06001435103,"Census Tract 4351.03, Alameda County, California",,
1400000US06001435104,06001435104,"Census Tract 4351.04, Alameda County, California",1457,109
1400000US06001435200,06001435200,"Census Tract 4352, Alameda County, California",1248,1000
1400000US06001435300,06001435300,"Census Tract 4353, Alameda County, California",1283,87
1400000US06001435400,06001435400,"Census Tract 4354, Alameda County, California",1297,97
1400000US06001435500,06001435500,"Census Tract 4355, Alameda County, California",1171,52
1400000US06001435601,06001435601,"Census Tract 4356.01, Alameda County, California",1216,83
1400000US06001435602,06001435602,"Census Tract 4356.02, Alameda County, California",1266,89
1400000US06001435700,06001435700,"Census Tract 4357, Alameda County, California",1255,252
1400000US06001435800,06001435800,"Census Tract 4358, Alameda County, California",1619,120
1400000US06001435900,06001435900,"Census Tract 4359, Alameda County, California",1878,215
1400000US06001436000,06001436000,"Census Tract 4360, Alameda County, California",1688,307
1400000US06001436100,06001436100,"Census Tract 4361, Alameda County, California",1067,92
1400000US06001436200,06001436200,"Census Tract 4362, Alameda County, California",1172,57
1400000US06001436300,06001436300,"Census Tract 4363, Alameda County, California",1265,101
1400000US06001436401,06001436401,"Census Tract 4364.01, Alameda County, California",1349,59
1400000US06001436402,06001436402,"Census Tract 4364.02, Alameda County, California",,
1400000US06001436500,06001436500,"Census Tract 4365, Alameda County, California",1311,63
1400000US06001436601,06001436601,"Census Tract 4366.01, Alameda County, California",1245,82
1400000US06001436602,06001436602,"Census Tract 4366.02, Alameda County, California",1201,78
1400000US06001436700,06001436700,"Census Tract 4367, Alameda County, California",1691,254
1400000US06001436800,06001436800,"Census Tract 4368, Alameda County, California",1276,93
1400000US06001436900,06001436900,"Census Tract 4369, Alameda County, California",1259,68
1400000US06001437000,06001437000,"Census Tract 4370, Alameda County, California",1643,136
1400000US06001437101,06001437101,"Census Tract 4371.01, Alameda County, California",1881,589
1400000US06001437102,06001437102,"Census Tract 4371.02, Alameda County, California",1207,88
1400000US06001437200,06001437200,"Census Tract 4372, Alameda County, California",1524,244
1400000US06001437300,06001437300,"Census Tract 4373, Alameda County, California",1333,105
1400000US06001437400,06001437400,"Census Tract 4374, Alameda County, California",1794,270
1400000US06001437500,06001437500,"Census Tract 4375, Alameda County, California",1283,64
1400000US06001437600,06001437600,"Census Tract 4376, Alameda County, California",1211,132
1400000US06001437701,06001437701,"Census Tract 4377.01, Alameda County, California",1220,77
1400000US06001437702,06001437702,"Census Tract 4377.02, Alameda County, California",1195,44
1400000US06001437800,06001437800,"Census Tract 4378, Alameda County, California",1713,388
1400000US06001437900,06001437900,"Census Tract 4379, Alameda County, California",1255,102
1400000US06001438000,06001438000,"Census Tract 4380, Alameda County, California",1447,92
1400000US06001438100,06001438100,"Census Tract 4381, Alameda County, California",1307,771
1400000US06001438201,06001438201,"Census Tract 4382.01, Alameda County, California",1380,402
1400000US06001438203,06001438203,"Census Tract 4382.03, Alameda County, California",1808,503
1400000US06001438204,06001438204,"Census Tract 4382.04, Alameda County, California",1734,203
1400000US06001438300,06001438300,"Census Tract 4383, Alameda County, California",1941,293
1400000US06001438400,06001438400,"Census Tract 4384, Alameda County, California",1086,306
1400000US06001440100,06001440100,"Census Tract 4401, Alameda County, California",1657,173
1400000US06001440200,06001440200,"Census Tract 4402, Alameda County, California",1402,75
1400000US06001440301,06001440301,"Census Tract 4403.01, Alameda County, California",1298,138
1400000US06001440304,06001440304,"Census Tract 4403.04, Alameda County, California",1604,138
1400000US06001440305,06001440305,"Census Tract 4403.05, Alameda County, California",,
1400000US06001440306,06001440306,"Census Tract 4403.06, Alameda County, California",1891,165
1400000US06001440307,06001440307,"Census Tract 4403.07, Alameda County, California",1298,286
1400000US06001440308,06001440308,"Census Tract 4403.08, Alameda County, California",1298,187
1400000US06001440331,06001440331,"Census Tract 4403.31, Alameda County, California",1476,81
1400000US06001440332,06001440332,"Census Tract 4403.32, Alameda County, California",,
1400000US06001440333,06001440333,"Census Tract 4403.33, Alameda County, California",1833,658
1400000US06001440334,06001440334,"Census Tract 4403.34, Alameda County, California",,
1400000US06001440335,06001440335,"Census Tract 4403.35, Alameda County, California",1611,199
1400000US06001440336,06001440336,"Census Tract 4403.36, Alameda County, California",1475,106
1400000US06001441100,06001441100,"Census Tract 4411, Alameda County, California",1606,730
1400000US06001441200,06001441200,"Census Tract 4412, Alameda County, California",1531,139
1400000US06001441301,06001441301,"Census Tract 4413.01, Alameda County, California",1847,72
1400000US06001441302,06001441302,"Census Tract 4413.02, Alameda County, California",1650,239
1400000US06001441401,06001441401,"Census Tract 4414.01, Alameda County, California",1362,179
1400000US06001441402,06001441402,"Census Tract 4414.02, Alameda County, California",,
1400000US06001441501,06001441501,"Census Tract 4415.01, Alameda County, California",,
1400000US06001441503,06001441503,"Census Tract 4415.03, Alameda County, California",,
1400000US06001441521,06001441521,"Census Tract 4415.21, Alameda County, California",,
1400000US06001441522,06001441522,"Census Tract 4415.22, Alameda County, California",1817,187
1400000US06001441523,06001441523,"Census Tract 4415.23, Alameda County, California",1742,49
1400000US06001441524,06001441524,"Census Tract 4415.24, Alameda County, California",1650,128
1400000US06001441601,06001441601,"Census Tract 4416.01, Alameda County, California",1778,144
1400000US06001441602,06001441602,"Census Tract 4416.02, Alameda County, California",1493,147
1400000US06001441700,06001441700,"Census Tract 4417, Alameda County, California",1440,67
1400000US06001441800,06001441800,"Census Tract 4418, Alameda County, California",1628,119
1400000US06001441921,06001441921,"Census Tract 4419.21, Alameda County, California",1934,98
1400000US06001441923,06001441923,"Census Tract 4419.23, Alameda County, California",1441,64
1400000US06001441924,06001441924,"Census Tract 4419.24, Alameda County, California",1686,165
1400000US06001441925,06001441925,"Census Tract 4419.25, Alameda County, California",1809,47
1400000US06001441926,06001441926,"Census Tract 4419.26, Alameda County, California",1398,43
1400000US06001441927,06001441927,"Census Tract 4419.27, Alameda County, California",1713,126
1400000US06001442000,06001442000,"Census Tract 4420, Alameda County, California",,
1400000US06001442100,06001442100,"Census Tract 4421, Alameda County, California",,
1400000US06001442200,06001442200,"Census Tract 4422, Alameda County, California",,
1400000US06001442301,06001442301,"Census Tract 4423.01, Alameda County, California",1574,193
1400000US06001442302,06001442302,"Census Tract 4423.02, Alameda County, California",1234,118
1400000US06001442400,06001442400,"Census Tract 4424, Alameda County, California",1772,108
1400000US06001442500,06001442500,"Census Tract 4425, Alameda County, California",1367,118
1400000US06001442601,06001442601,"Census Tract 4426.01, Alameda County, California",1486,190
1400000US06001442602,06001442602,"Census Tract 4426.02, Alameda County, California",1443,64
1400000US06001442700,06001442700,"Census Tract 4427, Alameda County, California",1531,738
1400000US06001442800,06001442800,"Census Tract 4428, Alameda County, California",1882,187
1400000US06001442900,06001442900,"Census Tract 4429, Alameda County, California",1990,190
1400000US06001443001,06001443001,"Census Tract 4430.01, Alameda County, California",1750,243
1400000US06001443002,06001443002,"Census Tract 4430.02, Alameda County, California",1783,348
1400000US06001443102,06001443102,"Census Tract 4431.02, Alameda County, California",,
1400000US06001443103,06001443103,"Census Tract 4431.03, Alameda County, California",,
1400000US06001443104,06001443104,"Census Tract 4431.04, Alameda County, California",1868,160
1400000US06001443105,06001443105,"Census Tract 4431.05, Alameda County, California",,
1400000US06001443200,06001443200,"Census Tract 4432, Alameda County, California",,
1400000US06001443301,06001443301,"Census Tract 4433.01, Alameda County, California",,
1400000US06001443321,06001443321,"Census Tract 4433.21, Alameda County, California",1631,89
1400000US06001443322,06001443322,"Census Tract 4433.22, Alameda County, California",,
1400000US06001444100,06001444100,"Census Tract 4441, Alameda County, California",1566,251
1400000US06001444200,06001444200,"Census Tract 4442, Alameda County, California",1806,286
1400000US06001444301,06001444301,"Census Tract 4443.01, Alameda County, California",1414,110
1400000US06001444302,06001444302,"Census Tract 4443.02, Alameda County, California",1263,73
1400000US06001444400,06001444400,"Census Tract 4444, Alameda County, California",1585,115
1400000US06001444500,06001444500,"Census Tract 4445, Alameda County, California",1575,104
1400000US06001444601,06001444601,"Census Tract 4446.01, Alameda County, California",,
1400000US06001444602,06001444602,"Census Tract 4446.02, Alameda County, California",1749,94
1400000US06001450101,06001450101,"Census Tract 4501.01, Alameda County, California",,
1400000US06001450102,06001450102,"Census Tract 4501.02, Alameda County, California",1848,198
1400000US06001450200,06001450200,"Census Tract 4502, Alameda County, California",1778,51
1400000US06001450300,06001450300,"Census Tract 4503, Alameda County, California",,
1400000US06001450400,06001450400,"Census Tract 4504, Alameda County, California",1495,422
1400000US06001450501,06001450501,"Census Tract 4505.01, Alameda County, California",1826,121
1400000US06001450502,06001450502,"Census Tract 4505.02, Alameda County, California",,
1400000US06001450601,06001450601,"Census Tract 4506.01, Alameda County, California",1746,159
1400000US06001450602,06001450602,"Census Tract 4506.02, Alameda County, California",1962,188
1400000US06001450603,06001450603,"Census Tract 4506.03, Alameda County, California",,
1400000US06001450604,06001450604,"Census Tract 4506.04, Alameda County, California",1659,149
1400000US06001450605,06001450605,"Census Tract 4506.05, Alameda County, California",1788,169
1400000US06001450606,06001450606,"Census Tract 4506.06, Alameda County, California",1857,107
1400000US06001450607,06001450607,"Census Tract 4506.07, Alameda County, California",1368,105
1400000US06001450701,06001450701,"Census Tract 4507.01, Alameda County, California",1736,233
1400000US06001450741,06001450741,"Census Tract 4507.41, Alameda County, California",1687,128
1400000US06001450742,06001450742,"Census Tract 4507.42, Alameda County, California",1843,312
1400000US06001450743,06001450743,"Census Tract 4507.43, Alameda County, California",1823,95
1400000US06001450744,06001450744,"Census Tract 4507.44, Alameda County, California",1974,254
1400000US06001450745,06001450745,"Census Tract 4507.45, Alameda County, California",1675,161
1400000US06001450746,06001450746,"Census Tract 4507.46, Alameda County, California",,
1400000US06001450750,06001450750,"Census Tract 4507.50, Alameda County, California",1601,430
1400000US06001450751,06001450751,"Census Tract 4507.51, Alameda County, California",,
1400000US06001450752,06001450752,"Census Tract 4507.52, Alameda County, California",1843,265
1400000US06001451101,06001451101,"Census Tract 4511.01, Alameda County, California",1712,752
1400000US06001451102,06001451102,"Census Tract 4511.02, Alameda County, California",,
1400000US06001451201,06001451201,"Census Tract 4512.01, Alameda County, California",1485,170
1400000US06001451202,06001451202,"Census Tract 4512.02, Alameda County, California",,
1400000US06001451300,06001451300,"Census Tract 4513, Alameda County, California",1531,410
1400000US06001451401,06001451401,"Census Tract 4514.01, Alameda County, California",1471,158
1400000US06001451403,06001451403,"Census Tract 4514.03, Alameda County, California",1400,776
1400000US06001451404,06001451404,"Census Tract 4514.04, Alameda County, California",1495,176
1400000US06001451501,06001451501,"Census Tract 4515.01, Alameda County, California",1100,241
1400000US06001451503,06001451503,"Census Tract 4515.03, Alameda County, California",1199,260
1400000US06001451504,06001451504,"Census Tract 4515.04, Alameda County, California",,
1400000US06001451505,06001451505,"Census Tract 4515.05, Alameda County, California",,
1400000US06001451506,06001451506,"Census Tract 4515.06, Alameda County, California",1499,166
1400000US06001451601,06001451601,"Census Tract 4516.01, Alameda County, California",1419,183
1400000US06001451602,06001451602,"Census Tract 4516.02, Alameda County, California",1198,82
1400000US06001451701,06001451701,"Census Tract 4517.01, Alameda County, California",1964,242
1400000US06001451703,06001451703,"Census Tract 4517.03, Alameda County, California",,
1400000US06001451704,06001451704,"Census Tract 4517.04, Alameda County, California",1432,106
1400000US06001981900,06001981900,"Census Tract 9819, Alameda County, California",1417,288
1400000US06001982000,06001982000,"Census Tract 9820, Alameda County, California",,
1400000US06001983200,06001983200,"Census Tract 9832, Alameda County, California",,
1400000US06001990000,06001990000,"Census Tract 9900, Alameda County, California",,
1400000US06003010000,06003010000,"Census Tract 100, Alpine County, California",775,327
1400000US06005000101,06005000101,"Census Tract 1.01, Amador County, California",1200,389
1400000US06005000102,06005000102,"Census Tract 1.02, Amador County, California",1129,91
1400000US06005000200,06005000200,"Census Tract 2, Amador County, California",957,60
1400000US06005000301,06005000301,"Census Tract 3.01, Amador County, California",1125,598
1400000US06005000303,06005000303,"Census Tract 3.03, Amador County, California",1058,100
1400000US06005000304,06005000304,"Census Tract 3.04, Amador County, California",1262,119
1400000US06005000401,06005000401,"Census Tract 4.01, Amador County, California",962,81
1400000US06005000402,06005000402,"Census Tract 4.02, Amador County, California",1013,158
1400000US06005000500,06005000500,"Census Tract 5, Amador County, California",886,172
1400000US06007000102,06007000102,"Census Tract 1.02, Butte County, California",976,84
