GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US06001450300,06001450300,"Census Tract 4503, Alameda County, California","$2,000+",$***
1400000US06001450502,06001450502,"Census Tract 4505.02, Alameda County, California","$2,000+",$***
1400000US06001450603,06001450603,"Census Tract 4506.03, Alameda County, California","$2,000+",$***
1400000US06001450746,06001450746,"Census Tract 4507.46, Alameda County, California","$2,000+",$***
1400000US06001450751,06001450751,"Census Tract 4507.51, Alameda County, California","$2,000+",$***
1400000US06001451102,06001451102,"Census Tract 4511.02, Alameda County, California","$2,000+",$***
1400000US06001451202,06001451202,"Census Tract 4512.02, Alameda County, California","$2,000+",$***
1400000US06001451504,06001451504,"Census Tract 4515.04, Alameda County, California","$2,000+",$***
1400000US06001451505,06001451505,"Census Tract 4515.05, Alameda County, California","$2,000+",$***
1400000US06001451703,06001451703,"Census Tract 4517.03, Alameda County, California","$2,000+",$***
1400000US06001982000,06001982000,"Census Tract 9820, Alameda County, California",$-,$**
1400000US06001983200,06001983200,"Census Tract 9832, Alameda County, California","$2,000+",$***
1400000US06001990000,06001990000,"Census Tract 9900, Alameda County, California",$-,$**
1400000US06013303203,06013303203,"Census Tract 3032.03, Contra Costa County, California","$2,000+",$***
1400000US06013304001,06013304001,"Census Tract 3040.01, Contra Costa County, California","$2,000+",$***
1400000US06013304005,06013304005,"Census Tract 3040.05, Contra Costa County, California","$2,000+",$***
1400000US06013308002,06013308002,"Census Tract 3080.02, Contra Costa County, California","$2,000+",$***
1400000US06013320003,06013320003,"Census Tract 3200.03, Contra Costa County, California","$2,000+",$***
1400000US06013321102,06013321102,"Census Tract 3211.02, Contra Costa County, California","$2,000+",$***
1400000US06013322000,06013322000,"Census Tract 3220, Contra Costa County, California","$2,000+",$***
1400000US06013326000,06013326000,"Census Tract 3260, Contra Costa County, California","$2,000+",$***
1400000US06013333200,06013333200,"Census Tract 3332, Contra Costa County, California","$2,000+",$***
1400000US06013334006,06013334006,"Census Tract 3340.06, Contra Costa County, California","$2,000+",$***
1400000US06013334200,06013334200,"Census Tract 3342, Contra Costa County, California","$2,000+",$***
1400000US06013338301,06013338301,"Census Tract 3383.01, Contra Costa County, California","$2,000+",$***
1400000US06013338302,06013338302,"Census Tract 3383.02, Contra Costa County, California","$2,000+",$***
1400000US06013340002,06013340002,"Census Tract 3400.02, Contra Costa County, California","$2,000+",$***
1400000US06013345102,06013345102,"Census Tract 3451.02, Contra Costa County, California","$2,000+",$***
1400000US06013345105,06013345105,"Census Tract 3451.05, Contra Costa County, California","$2,000+",$***
1400000US06013345113,06013345113,"Census Tract 3451.13, Contra Costa County, California","$2,000+",$***
1400000US06013345114,06013345114,"Census Tract 3451.14, Contra Costa County, California","$2,000+",$***
1400000US06013345116,06013345116,"Census Tract 3451.16, Contra Costa County, California","$2,000+",$***
1400000US06013345204,06013345204,"Census Tract 3452.04, Contra Costa County, California","$2,000+",$***
1400000US06013346101,06013346101,"Census Tract 3461.01, Contra Costa County, California","$2,000+",$***
1400000US06013346102,06013346102,"Census Tract 3461.02, Contra Costa County, California","$2,000+",$***
1400000US06013346201,06013346201,"Census Tract 3462.01, Contra Costa County, California","$2,000+",$***
1400000US06013346203,06013346203,"Census Tract 3462.03, Contra Costa County, California",$-,$**
1400000US06013346204,06013346204,"Census Tract 3462.04, Contra Costa County, California","$2,000+",$***
1400000US06013351200,06013351200,"Census Tract 3512, Contra Costa County, California","$2,000+",$***
1400000US06013352101,06013352101,"Census Tract 3521.01, Contra Costa County, California","$2,000+",$***
1400000US06013352102,06013352102,"Census Tract 3521.02, Contra Costa County, California","$2,000+",$***
1400000US06013352202,06013352202,"Census Tract 3522.02, Contra Costa County, California","$2,000+",$***
1400000US06013353001,06013353001,"Census Tract 3530.01, Contra Costa County, California","$2,000+",$***
1400000US06013353002,06013353002,"Census Tract 3530.02, Contra Costa County, California","$2,000+",$***
1400000US06013354001,06013354001,"Census Tract 3540.01, Contra Costa County, California","$2,000+",$***
1400000US06013355108,06013355108,"Census Tract 3551.08, Contra Costa County, California","$2,000+",$***
1400000US06013355110,06013355110,"Census Tract 3551.10, Contra Costa County, California","$2,000+",$***
1400000US06013355111,06013355111,"Census Tract 3551.11, Contra Costa County, California","$2,000+",$***
1400000US06013355113,06013355113,"Census Tract 3551.13, Contra Costa County, California","$2,000+",$***
1400000US06013355114,06013355114,"Census Tract 3551.14, Contra Costa County, California","$2,000+",$***
1400000US06013355116,06013355116,"Census Tract 3551.16, Contra Costa County, California","$2,000+",$***
1400000US06013355117,06013355117,"Census Tract 3551.17, Contra Costa County, California","$2,000+",$***
1400000US06013355302,06013355302,"Census Tract 3553.02, Contra Costa County, California","$2,000+",$***
1400000US06013355304,06013355304,"Census Tract 3553.04, Contra Costa County, California","$2,000+",$***
1400000US06013359105,06013359105,"Census Tract 3591.05, Contra Costa County, California","$2,000+",$***
1400000US06013359202,06013359202,"Census Tract 3592.02, Contra Costa County, California","$2,000+",$***
1400000US06013360102,06013360102,"Census Tract 3601.02, Contra Costa County, California","$2,000+",$***
1400000US06013385100,06013385100,"Census Tract 3851, Contra Costa County, California","$2,000+",$***
1400000US06013390100,06013390100,"Census Tract 3901, Contra Costa County, California","$2,000+",$***
1400000US06013390200,06013390200,"Census Tract 3902, Contra Costa County, California","$2,000+",$***
1400000US06013392000,06013392000,"Census Tract 3920, Contra Costa County, California","$2,000+",$***
1400000US06013990000,06013990000,"Census Tract 9900, Contra Costa County, California",$-,$**
1400000US06015990000,06015990000,"Census Tract 9900, Del Norte County, California",$-,$**
1400000US06017030709,06017030709,"Census Tract 307.09, El Dorado County, California","$2,000+",$***
1400000US06017030710,06017030710,"Census Tract 307.10, El Dorado County, California","$2,000+",$***
1400000US06017030801,06017030801,"Census Tract 308.01, El Dorado County, California","$2,000+",$***
1400000US06017031800,06017031800,"Census Tract 318, El Dorado County, California","$2,000+",$***
1400000US06017031900,06017031900,"Census Tract 319, El Dorado County, California",$-,$**
1400000US06017990000,06017990000,"Census Tract 9900, El Dorado County, California",$-,$**
1400000US06019005503,06019005503,"Census Tract 55.03, Fresno County, California","$2,000+",$***
1400000US06019005520,06019005520,"Census Tract 55.20, Fresno County, California","$2,000+",$***
1400000US06019005911,06019005911,"Census Tract 59.11, Fresno County, California","$2,000+",$***
1400000US06019007901,06019007901,"Census Tract 79.01, Fresno County, California",$-,$**
1400000US06023990100,06023990100,"Census Tract 9901, Humboldt County, California",$-,$**
1400000US06025010101,06025010101,"Census Tract 101.01, Imperial County, California",$-,$**
1400000US06029002811,06029002811,"Census Tract 28.11, Kern County, California","$2,000+",$***
1400000US06029003203,06029003203,"Census Tract 32.03, Kern County, California","$2,000+",$***
1400000US06029004302,06029004302,"Census Tract 43.02, Kern County, California",$-,$**
1400000US06029004601,06029004601,"Census Tract 46.01, Kern County, California",$-,$**
1400000US06029004603,06029004603,"Census Tract 46.03, Kern County, California",$-,$**
1400000US06029006002,06029006002,"Census Tract 60.02, Kern County, California",$-,$**
1400000US06031001602,06031001602,"Census Tract 16.02, Kings County, California",$-,$**
1400000US06031981800,06031981800,"Census Tract 9818, Kings County, California",$-,$**
1400000US06037102103,06037102103,"Census Tract 1021.03, Los Angeles County, California","$2,000+",$***
1400000US06037102104,06037102104,"Census Tract 1021.04, Los Angeles County, California","$2,000+",$***
1400000US06037103300,06037103300,"Census Tract 1033, Los Angeles County, California","$2,000+",$***
1400000US06037106020,06037106020,"Census Tract 1060.20, Los Angeles County, California","$2,000+",$***
1400000US06037106111,06037106111,"Census Tract 1061.11, Los Angeles County, California","$2,000+",$***
1400000US06037106403,06037106403,"Census Tract 1064.03, Los Angeles County, California","$2,000+",$***
1400000US06037106603,06037106603,"Census Tract 1066.03, Los Angeles County, California","$2,000+",$***
1400000US06037106641,06037106641,"Census Tract 1066.41, Los Angeles County, California","$2,000+",$***
1400000US06037106642,06037106642,"Census Tract 1066.42, Los Angeles County, California","$2,000+",$***
1400000US06037106645,06037106645,"Census Tract 1066.45, Los Angeles County, California","$2,000+",$***
1400000US06037106646,06037106646,"Census Tract 1066.46, Los Angeles County, California","$2,000+",$***
1400000US06037108101,06037108101,"Census Tract 1081.01, Los Angeles County, California","$2,000+",$***
1400000US06037108102,06037108102,"Census Tract 1081.02, Los Angeles County, California","$2,000+",$***
1400000US06037108103,06037108103,"Census Tract 1081.03, Los Angeles County, California","$2,000+",$***
1400000US06037108104,06037108104,"Census Tract 1081.04, Los Angeles County, California","$2,000+",$***
1400000US06037108201,06037108201,"Census Tract 1082.01, Los Angeles County, California","$2,000+",$***
1400000US06037109300,06037109300,"Census Tract 1093, Los Angeles County, California","$2,000+",$***
1400000US06037111201,06037111201,"Census Tract 1112.01, Los Angeles County, California","$2,000+",$***
1400000US06037111204,06037111204,"Census Tract 1112.04, Los Angeles County, California","$2,000+",$***
1400000US06037113102,06037113102,"Census Tract 1131.02, Los Angeles County, California","$2,000+",$***
1400000US06037113211,06037113211,"Census Tract 1132.11, Los Angeles County, California","$2,000+",$***
1400000US06037113231,06037113231,"Census Tract 1132.31, Los Angeles County, California","$2,000+",$***
1400000US06037113232,06037113232,"Census Tract 1132.32, Los Angeles County, California","$2,000+",$***
1400000US06037113301,06037113301,"Census Tract 1133.01, Los Angeles County, California","$2,000+",$***
1400000US06037113322,06037113322,"Census Tract 1133.22, Los Angeles County, California","$2,000+",$***
1400000US06037115103,06037115103,"Census Tract 1151.03, Los Angeles County, California","$2,000+",$***
1400000US06037117202,06037117202,"Census Tract 1172.02, Los Angeles County, California","$2,000+",$***
1400000US06037117301,06037117301,"Census Tract 1173.01, Los Angeles County, California","$2,000+",$***
1400000US06037117303,06037117303,"Census Tract 1173.03, Los Angeles County, California","$2,000+",$***
1400000US06037121600,06037121600,"Census Tract 1216, Los Angeles County, California","$2,000+",$***
1400000US06037131200,06037131200,"Census Tract 1312, Los Angeles County, California","$2,000+",$***
1400000US06037131300,06037131300,"Census Tract 1313, Los Angeles County, California","$2,000+",$***
1400000US06037131900,06037131900,"Census Tract 1319, Los Angeles County, California","$2,000+",$***
1400000US06037134302,06037134302,"Census Tract 1343.02, Los Angeles County, California","$2,000+",$***
1400000US06037134421,06037134421,"Census Tract 1344.21, Los Angeles County, California","$2,000+",$***
1400000US06037134422,06037134422,"Census Tract 1344.22, Los Angeles County, California","$2,000+",$***
1400000US06037134423,06037134423,"Census Tract 1344.23, Los Angeles County, California","$2,000+",$***
1400000US06037134424,06037134424,"Census Tract 1344.24, Los Angeles County, California","$2,000+",$***
1400000US06037134800,06037134800,"Census Tract 1348, Los Angeles County, California","$2,000+",$***
1400000US06037135102,06037135102,"Census Tract 1351.02, Los Angeles County, California","$2,000+",$***
1400000US06037135111,06037135111,"Census Tract 1351.11, Los Angeles County, California","$2,000+",$***
1400000US06037135113,06037135113,"Census Tract 1351.13, Los Angeles County, California","$2,000+",$***
1400000US06037135201,06037135201,"Census Tract 1352.01, Los Angeles County, California","$2,000+",$***
1400000US06037135202,06037135202,"Census Tract 1352.02, Los Angeles County, California","$2,000+",$***
1400000US06037137104,06037137104,"Census Tract 1371.04, Los Angeles County, California","$2,000+",$***
1400000US06037137301,06037137301,"Census Tract 1373.01, Los Angeles County, California","$2,000+",$***
1400000US06037137302,06037137302,"Census Tract 1373.02, Los Angeles County, California","$2,000+",$***
1400000US06037137402,06037137402,"Census Tract 1374.02, Los Angeles County, California","$2,000+",$***
1400000US06037137502,06037137502,"Census Tract 1375.02, Los Angeles County, California","$2,000+",$***
1400000US06037137504,06037137504,"Census Tract 1375.04, Los Angeles County, California",$-,$**
1400000US06037138000,06037138000,"Census Tract 1380, Los Angeles County, California","$2,000+",$***
1400000US06037139301,06037139301,"Census Tract 1393.01, Los Angeles County, California","$2,000+",$***
1400000US06037139701,06037139701,"Census Tract 1397.01, Los Angeles County, California","$2,000+",$***
1400000US06037139702,06037139702,"Census Tract 1397.02, Los Angeles County, California","$2,000+",$***
1400000US06037139703,06037139703,"Census Tract 1397.03, Los Angeles County, California","$2,000+",$***
1400000US06037139801,06037139801,"Census Tract 1398.01, Los Angeles County, California","$2,000+",$***
1400000US06037139802,06037139802,"Census Tract 1398.02, Los Angeles County, California","$2,000+",$***
1400000US06037141500,06037141500,"Census Tract 1415, Los Angeles County, California","$2,000+",$***
1400000US06037141600,06037141600,"Census Tract 1416, Los Angeles County, California","$2,000+",$***
1400000US06037143901,06037143901,"Census Tract 1439.01, Los Angeles County, California","$2,000+",$***
1400000US06037194102,06037194102,"Census Tract 1941.02, Los Angeles County, California","$2,000+",$***
1400000US06037194200,06037194200,"Census Tract 1942, Los Angeles County, California","$2,000+",$***
1400000US06037194300,06037194300,"Census Tract 1943, Los Angeles County, California","$2,000+",$***
1400000US06037206031,06037206031,"Census Tract 2060.31, Los Angeles County, California","$2,000+",$***
1400000US06037207400,06037207400,"Census Tract 2074, Los Angeles County, California",$-,$**
1400000US06037214100,06037214100,"Census Tract 2141, Los Angeles County, California","$2,000+",$***
1400000US06037214501,06037214501,"Census Tract 2145.01, Los Angeles County, California","$2,000+",$***
1400000US06037214502,06037214502,"Census Tract 2145.02, Los Angeles County, California","$2,000+",$***
1400000US06037222700,06037222700,"Census Tract 2227, Los Angeles County, California","$2,000+",$***
1400000US06037261101,06037261101,"Census Tract 2611.01, Los Angeles County, California","$2,000+",$***
1400000US06037261200,06037261200,"Census Tract 2612, Los Angeles County, California","$2,000+",$***
1400000US06037262100,06037262100,"Census Tract 2621, Los Angeles County, California","$2,000+",$***
1400000US06037262301,06037262301,"Census Tract 2623.01, Los Angeles County, California","$2,000+",$***
1400000US06037262303,06037262303,"Census Tract 2623.03, Los Angeles County, California","$2,000+",$***
1400000US06037262400,06037262400,"Census Tract 2624, Los Angeles County, California","$2,000+",$***
1400000US06037262501,06037262501,"Census Tract 2625.01, Los Angeles County, California","$2,000+",$***
1400000US06037262601,06037262601,"Census Tract 2626.01, Los Angeles County, California","$2,000+",$***
1400000US06037262604,06037262604,"Census Tract 2626.04, Los Angeles County, California","$2,000+",$***
1400000US06037262704,06037262704,"Census Tract 2627.04, Los Angeles County, California","$2,000+",$***
1400000US06037264000,06037264000,"Census Tract 2640, Los Angeles County, California","$2,000+",$***
1400000US06037265100,06037265100,"Census Tract 2651, Los Angeles County, California","$2,000+",$***
1400000US06037265202,06037265202,"Census Tract 2652.02, Los Angeles County, California","$2,000+",$***
1400000US06037265301,06037265301,"Census Tract 2653.01, Los Angeles County, California",$-,$**
1400000US06037265420,06037265420,"Census Tract 2654.20, Los Angeles County, California","$2,000+",$***
1400000US06037265520,06037265520,"Census Tract 2655.20, Los Angeles County, California","$2,000+",$***
1400000US06037265602,06037265602,"Census Tract 2656.02, Los Angeles County, California","$2,000+",$***
1400000US06037267901,06037267901,"Census Tract 2679.01, Los Angeles County, California","$2,000+",$***
1400000US06037269000,06037269000,"Census Tract 2690, Los Angeles County, California","$2,000+",$***
1400000US06037269300,06037269300,"Census Tract 2693, Los Angeles County, California","$2,000+",$***
1400000US06037269500,06037269500,"Census Tract 2695, Los Angeles County, California","$2,000+",$***
1400000US06037271400,06037271400,"Census Tract 2714, Los Angeles County, California","$2,000+",$***
1400000US06037273100,06037273100,"Census Tract 2731, Los Angeles County, California","$2,000+",$***
1400000US06037273600,06037273600,"Census Tract 2736, Los Angeles County, California","$2,000+",$***
1400000US06037273902,06037273902,"Census Tract 2739.02, Los Angeles County, California","$2,000+",$***
1400000US06037274100,06037274100,"Census Tract 2741, Los Angeles County, California","$2,000+",$***
1400000US06037275302,06037275302,"Census Tract 2753.02, Los Angeles County, California","$2,000+",$***
1400000US06037275400,06037275400,"Census Tract 2754, Los Angeles County, California","$2,000+",$***
1400000US06037275602,06037275602,"Census Tract 2756.02, Los Angeles County, California","$2,000+",$***
1400000US06037276400,06037276400,"Census Tract 2764, Los Angeles County, California","$2,000+",$***
1400000US06037277000,06037277000,"Census Tract 2770, Los Angeles County, California","$2,000+",$***
1400000US06037277100,06037277100,"Census Tract 2771, Los Angeles County, California","$2,000+",$***
1400000US06037278102,06037278102,"Census Tract 2781.02, Los Angeles County, California","$2,000+",$***
1400000US06037295103,06037295103,"Census Tract 2951.03, Los Angeles County, California","$2,000+",$***
1400000US06037297300,06037297300,"Census Tract 2973, Los Angeles County, California","$2,000+",$***
1400000US06037300100,06037300100,"Census Tract 3001, Los Angeles County, California","$2,000+",$***
1400000US06037300301,06037300301,"Census Tract 3003.01, Los Angeles County, California","$2,000+",$***
1400000US06037300702,06037300702,"Census Tract 3007.02, Los Angeles County, California","$2,000+",$***
1400000US06037300902,06037300902,"Census Tract 3009.02, Los Angeles County, California","$2,000+",$***
1400000US06037301300,06037301300,"Census Tract 3013, Los Angeles County, California","$2,000+",$***
1400000US06037301400,06037301400,"Census Tract 3014, Los Angeles County, California","$2,000+",$***
1400000US06037310100,06037310100,"Census Tract 3101, Los Angeles County, California","$2,000+",$***
1400000US06037310300,06037310300,"Census Tract 3103, Los Angeles County, California","$2,000+",$***
1400000US06037320000,06037320000,"Census Tract 3200, Los Angeles County, California",$-,$**
1400000US06037400204,06037400204,"Census Tract 4002.04, Los Angeles County, California","$2,000+",$***
1400000US06037400205,06037400205,"Census Tract 4002.05, Los Angeles County, California","$2,000+",$***
1400000US06037400207,06037400207,"Census Tract 4002.07, Los Angeles County, California","$2,000+",$***
1400000US06037400404,06037400404,"Census Tract 4004.04, Los Angeles County, California","$2,000+",$***
1400000US06037400501,06037400501,"Census Tract 4005.01, Los Angeles County, California","$2,000+",$***
1400000US06037401303,06037401303,"Census Tract 4013.03, Los Angeles County, California","$2,000+",$***
1400000US06037401304,06037401304,"Census Tract 4013.04, Los Angeles County, California","$2,000+",$***
1400000US06037401603,06037401603,"Census Tract 4016.03, Los Angeles County, California","$2,000+",$***
1400000US06037402404,06037402404,"Census Tract 4024.04, Los Angeles County, California",$-,$**
1400000US06037403200,06037403200,"Census Tract 4032, Los Angeles County, California",$-,$**
1400000US06037403303,06037403303,"Census Tract 4033.03, Los Angeles County, California","$2,000+",$***
1400000US06037403322,06037403322,"Census Tract 4033.22, Los Angeles County, California","$2,000+",$***
1400000US06037403323,06037403323,"Census Tract 4033.23, Los Angeles County, California","$2,000+",$***
1400000US06037403402,06037403402,"Census Tract 4034.02, Los Angeles County, California","$2,000+",$***
1400000US06037403403,06037403403,"Census Tract 4034.03, Los Angeles County, California",$-,$**
1400000US06037403404,06037403404,"Census Tract 4034.04, Los Angeles County, California","$2,000+",$***
1400000US06037403405,06037403405,"Census Tract 4034.05, Los Angeles County, California","$2,000+",$***
1400000US06037403407,06037403407,"Census Tract 4034.07, Los Angeles County, California",$-,$**
1400000US06037403408,06037403408,"Census Tract 4034.08, Los Angeles County, California","$2,000+",$***
1400000US06037403500,06037403500,"Census Tract 4035, Los Angeles County, California","$2,000+",$***
1400000US06037403901,06037403901,"Census Tract 4039.01, Los Angeles County, California","$2,000+",$***
1400000US06037405400,06037405400,"Census Tract 4054, Los Angeles County, California","$2,000+",$***
1400000US06037406402,06037406402,"Census Tract 4064.02, Los Angeles County, California","$2,000+",$***
1400000US06037408503,06037408503,"Census Tract 4085.03, Los Angeles County, California","$2,000+",$***
1400000US06037408624,06037408624,"Census Tract 4086.24, Los Angeles County, California","$2,000+",$***
1400000US06037408627,06037408627,"Census Tract 4086.27, Los Angeles County, California","$2,000+",$***
1400000US06037408629,06037408629,"Census Tract 4086.29, Los Angeles County, California","$2,000+",$***
1400000US06037408703,06037408703,"Census Tract 4087.03, Los Angeles County, California","$2,000+",$***
1400000US06037430003,06037430003,"Census Tract 4300.03, Los Angeles County, California","$2,000+",$***
1400000US06037430200,06037430200,"Census Tract 4302, Los Angeles County, California","$2,000+",$***
1400000US06037430301,06037430301,"Census Tract 4303.01, Los Angeles County, California","$2,000+",$***
1400000US06037430600,06037430600,"Census Tract 4306, Los Angeles County, California","$2,000+",$***
1400000US06037460501,06037460501,"Census Tract 4605.01, Los Angeles County, California","$2,000+",$***
1400000US06037460502,06037460502,"Census Tract 4605.02, Los Angeles County, California","$2,000+",$***
1400000US06037460600,06037460600,"Census Tract 4606, Los Angeles County, California","$2,000+",$***
1400000US06037460700,06037460700,"Census Tract 4607, Los Angeles County, California","$2,000+",$***
1400000US06037460800,06037460800,"Census Tract 4608, Los Angeles County, California","$2,000+",$***
1400000US06037463700,06037463700,"Census Tract 4637, Los Angeles County, California","$2,000+",$***
1400000US06037463800,06037463800,"Census Tract 4638, Los Angeles County, California","$2,000+",$***
1400000US06037464100,06037464100,"Census Tract 4641, Los Angeles County, California","$2,000+",$***
1400000US06037464200,06037464200,"Census Tract 4642, Los Angeles County, California","$2,000+",$***
1400000US06037480002,06037480002,"Census Tract 4800.02, Los Angeles County, California","$2,000+",$***
1400000US06037480202,06037480202,"Census Tract 4802.02, Los Angeles County, California","$2,000+",$***
1400000US06037500201,06037500201,"Census Tract 5002.01, Los Angeles County, California","$2,000+",$***
1400000US06037500403,06037500403,"Census Tract 5004.03, Los Angeles County, California","$2,000+",$***
1400000US06037503201,06037503201,"Census Tract 5032.01, Los Angeles County, California","$2,000+",$***
1400000US06037503301,06037503301,"Census Tract 5033.01, Los Angeles County, California","$2,000+",$***
1400000US06037503602,06037503602,"Census Tract 5036.02, Los Angeles County, California","$2,000+",$***
1400000US06037504102,06037504102,"Census Tract 5041.02, Los Angeles County, California",$-,$**
1400000US06037530003,06037530003,"Census Tract 5300.03, Los Angeles County, California","$2,000+",$***
1400000US06037541002,06037541002,"Census Tract 5410.02, Los Angeles County, California","$2,000+",$***
1400000US06037543304,06037543304,"Census Tract 5433.04, Los Angeles County, California","$2,000+",$***
1400000US06037543604,06037543604,"Census Tract 5436.04, Los Angeles County, California","$2,000+",$***
1400000US06037551600,06037551600,"Census Tract 5516, Los Angeles County, California",$-,$**
1400000US06037554511,06037554511,"Census Tract 5545.11, Los Angeles County, California","$2,000+",$***
1400000US06037554512,06037554512,"Census Tract 5545.12, Los Angeles County, California","$2,000+",$***
1400000US06037554513,06037554513,"Census Tract 5545.13, Los Angeles County, California","$2,000+",$***
1400000US06037554516,06037554516,"Census Tract 5545.16, Los Angeles County, California","$2,000+",$***
1400000US06037554518,06037554518,"Census Tract 5545.18, Los Angeles County, California","$2,000+",$***
1400000US06037554519,06037554519,"Census Tract 5545.19, Los Angeles County, California","$2,000+",$***
1400000US06037570901,06037570901,"Census Tract 5709.01, Los Angeles County, California","$2,000+",$***
1400000US06037571102,06037571102,"Census Tract 5711.02, Los Angeles County, California","$2,000+",$***
1400000US06037573601,06037573601,"Census Tract 5736.01, Los Angeles County, California","$2,000+",$***
1400000US06037573700,06037573700,"Census Tract 5737, Los Angeles County, California","$2,000+",$***
1400000US06037573800,06037573800,"Census Tract 5738, Los Angeles County, California","$2,000+",$***
1400000US06037574000,06037574000,"Census Tract 5740, Los Angeles County, California","$2,000+",$***
1400000US06037574201,06037574201,"Census Tract 5742.01, Los Angeles County, California","$2,000+",$***
1400000US06037574500,06037574500,"Census Tract 5745, Los Angeles County, California","$2,000+",$***
1400000US06037574601,06037574601,"Census Tract 5746.01, Los Angeles County, California",$-,$**
1400000US06037574602,06037574602,"Census Tract 5746.02, Los Angeles County, California","$2,000+",$***
1400000US06037574700,06037574700,"Census Tract 5747, Los Angeles County, California",$-,$**
1400000US06037575500,06037575500,"Census Tract 5755, Los Angeles County, California",$-,$**
1400000US06037602302,06037602302,"Census Tract 6023.02, Los Angeles County, California","$2,000+",$***
1400000US06037620201,06037620201,"Census Tract 6202.01, Los Angeles County, California","$2,000+",$***
1400000US06037620301,06037620301,"Census Tract 6203.01, Los Angeles County, California","$2,000+",$***
1400000US06037620303,06037620303,"Census Tract 6203.03, Los Angeles County, California","$2,000+",$***
1400000US06037621004,06037621004,"Census Tract 6210.04, Los Angeles County, California","$2,000+",$***
1400000US06037650401,06037650401,"Census Tract 6504.01, Los Angeles County, California","$2,000+",$***
1400000US06037650501,06037650501,"Census Tract 6505.01, Los Angeles County, California","$2,000+",$***
1400000US06037650702,06037650702,"Census Tract 6507.02, Los Angeles County, California","$2,000+",$***
1400000US06037650800,06037650800,"Census Tract 6508, Los Angeles County, California","$2,000+",$***
1400000US06037651201,06037651201,"Census Tract 6512.01, Los Angeles County, California","$2,000+",$***
1400000US06037651302,06037651302,"Census Tract 6513.02, Los Angeles County, California","$2,000+",$***
1400000US06037670202,06037670202,"Census Tract 6702.02, Los Angeles County, California","$2,000+",$***
1400000US06037670324,06037670324,"Census Tract 6703.24, Los Angeles County, California","$2,000+",$***
1400000US06037670326,06037670326,"Census Tract 6703.26, Los Angeles County, California","$2,000+",$***
